timestamp,elapsed_s,cpu_pct,mem_used_gb,mem_avail_gb,dm_proc_count,dm_total_rss_gb,dm_max_rss_gb,controller_alive
2026-05-15T19:16:29Z,0.0,0.0,91.38,100.62,8,31.61,6.11,1
2026-05-15T19:16:34Z,5.0,37.5,95.56,96.44,10,40.65,6.15,1
2026-05-15T19:16:39Z,10.0,46.2,98.96,93.04,11,52.20,7.08,1
2026-05-15T19:16:44Z,15.1,53.0,100.25,91.75,13,60.51,6.16,1
2026-05-15T19:16:49Z,20.1,61.9,102.38,89.62,15,59.13,7.07,1
2026-05-15T19:16:54Z,25.1,64.6,110.53,81.47,16,42.95,6.94,1
2026-05-15T19:16:59Z,30.2,71.0,114.68,77.32,18,47.69,5.75,1
2026-05-15T19:17:04Z,35.2,74.6,119.11,72.89,19,54.53,7.21,1
2026-05-15T19:17:09Z,40.3,68.3,123.62,68.38,20,53.32,5.59,1
2026-05-15T19:17:14Z,45.3,87.5,126.27,65.73,21,60.44,5.58,1
2026-05-15T19:17:20Z,50.3,85.9,127.77,64.23,21,60.65,5.41,1
2026-05-15T19:17:25Z,55.3,84.4,128.00,64.00,21,62.93,5.65,1
2026-05-15T19:17:30Z,60.4,86.0,129.65,62.35,21,63.21,4.99,1
2026-05-15T19:17:35Z,65.4,89.3,130.09,61.91,21,63.75,4.66,1
2026-05-15T19:17:40Z,70.4,91.2,129.89,62.11,21,64.26,4.60,1
2026-05-15T19:17:45Z,75.4,87.7,130.01,61.99,21,65.01,4.76,1
2026-05-15T19:17:50Z,80.5,91.0,129.80,62.20,21,64.91,4.73,1
2026-05-15T19:17:55Z,85.5,91.1,130.71,61.29,21,65.91,4.78,1
2026-05-15T19:18:00Z,90.5,88.3,131.68,60.32,21,67.42,4.87,1
2026-05-15T19:18:05Z,95.5,84.4,131.77,60.23,21,68.12,4.87,1
2026-05-15T19:18:10Z,100.6,84.1,131.69,60.31,21,68.71,4.84,1
2026-05-15T19:18:15Z,105.6,86.4,131.29,60.71,21,69.08,4.88,1
2026-05-15T19:18:20Z,110.6,85.0,131.73,60.27,21,69.95,4.88,1
2026-05-15T19:18:25Z,115.6,85.2,132.11,59.89,21,70.72,4.89,1
2026-05-15T19:18:30Z,120.7,86.4,133.31,58.69,21,68.97,4.90,1
2026-05-15T19:18:35Z,125.7,84.8,133.50,58.50,21,69.47,4.94,1
2026-05-15T19:18:40Z,130.7,85.1,133.96,58.04,21,68.73,5.15,1
2026-05-15T19:18:45Z,135.7,85.3,134.71,57.29,21,66.74,5.44,1
2026-05-15T19:18:50Z,140.7,85.2,134.51,57.49,21,65.61,5.53,1
2026-05-15T19:18:55Z,145.8,85.1,133.89,58.11,21,64.93,5.53,1
2026-05-15T19:19:00Z,150.8,86.0,133.18,58.82,21,64.39,5.53,1
2026-05-15T19:19:05Z,155.8,85.1,133.34,58.66,21,64.41,5.53,1
2026-05-15T19:19:10Z,160.8,85.4,132.86,59.14,21,64.05,5.53,1
2026-05-15T19:19:15Z,165.9,84.4,130.34,61.66,21,62.34,5.16,1
2026-05-15T19:19:20Z,170.9,84.9,130.35,61.65,21,62.34,5.16,1
2026-05-15T19:19:25Z,175.9,85.3,130.39,61.61,21,62.34,5.16,1
2026-05-15T19:19:30Z,180.9,86.1,130.40,61.60,21,62.34,5.16,1
2026-05-15T19:19:35Z,185.9,84.3,130.55,61.45,21,62.36,5.16,1
2026-05-15T19:19:40Z,191.0,85.0,130.58,61.42,21,62.37,5.16,1
2026-05-15T19:19:45Z,196.0,84.7,130.62,61.38,21,62.37,5.16,1
2026-05-15T19:19:50Z,201.0,85.0,130.77,61.23,21,62.38,5.16,1
2026-05-15T19:19:55Z,206.0,84.7,131.50,60.50,21,62.67,5.16,1
2026-05-15T19:20:00Z,211.0,86.4,131.75,60.25,21,62.78,5.16,1
2026-05-15T19:20:05Z,216.1,85.3,131.79,60.21,21,62.86,5.16,1
2026-05-15T19:20:10Z,221.1,84.4,131.84,60.16,21,62.91,5.16,1
2026-05-15T19:20:15Z,226.1,84.7,132.02,59.98,21,63.17,5.16,1
2026-05-15T19:20:20Z,231.1,82.4,128.96,63.04,20,60.11,5.16,1
2026-05-15T19:20:25Z,236.1,81.4,128.90,63.10,20,60.15,5.16,1
2026-05-15T19:20:30Z,241.2,80.3,128.90,63.10,20,60.17,5.16,1
2026-05-15T19:20:35Z,246.2,80.2,128.95,63.05,20,60.24,5.16,1
2026-05-15T19:20:40Z,251.2,82.3,129.15,62.85,20,60.26,5.16,1
2026-05-15T19:20:45Z,256.2,82.3,126.05,65.95,19,56.47,5.16,1
2026-05-15T19:20:50Z,261.2,78.6,126.44,65.56,19,56.50,5.16,1
2026-05-15T19:20:55Z,266.3,77.4,126.00,66.00,19,56.53,5.16,1
2026-05-15T19:21:00Z,271.3,77.3,126.15,65.85,19,56.58,5.16,1
2026-05-15T19:21:05Z,276.3,77.3,122.49,69.51,18,54.45,5.16,1
2026-05-15T19:21:11Z,281.3,73.6,119.86,72.14,18,50.09,5.16,1
2026-05-15T19:21:16Z,286.4,75.7,127.41,64.59,19,60.81,6.34,1
2026-05-15T19:21:21Z,291.4,75.6,122.72,69.28,18,59.63,5.97,1
2026-05-15T19:21:26Z,296.4,75.1,123.92,68.08,19,63.27,6.00,1
2026-05-15T19:21:31Z,301.4,74.6,122.38,69.62,18,63.74,6.08,1
2026-05-15T19:21:36Z,306.4,76.3,126.23,65.77,20,69.48,6.10,1
2026-05-15T19:21:41Z,311.5,79.1,126.62,65.38,19,73.46,7.45,1
2026-05-15T19:21:46Z,316.5,75.6,122.50,69.50,18,68.27,6.20,1
2026-05-15T19:21:51Z,321.5,73.7,122.69,69.31,19,68.51,6.21,1
2026-05-15T19:21:56Z,326.5,77.9,127.10,64.90,19,76.17,6.92,1
2026-05-15T19:22:01Z,331.5,76.1,126.07,65.93,19,75.03,6.22,1
2026-05-15T19:22:06Z,336.6,77.1,121.93,70.07,18,72.95,6.22,1
2026-05-15T19:22:11Z,341.6,73.6,122.12,69.88,19,73.03,6.22,1
2026-05-15T19:22:16Z,346.6,77.9,125.85,66.15,19,78.66,6.22,1
2026-05-15T19:22:21Z,351.6,74.4,122.52,69.48,18,75.37,6.22,1
2026-05-15T19:22:26Z,356.6,76.3,127.11,64.89,19,81.17,6.22,1
2026-05-15T19:22:31Z,361.7,78.7,124.72,67.28,19,81.01,6.22,1
2026-05-15T19:22:36Z,366.7,78.4,124.81,67.19,19,81.16,6.22,1
2026-05-15T19:22:41Z,371.7,76.6,124.87,67.13,19,81.30,6.32,1
2026-05-15T19:22:46Z,376.7,76.5,116.51,75.49,17,73.16,6.74,1
2026-05-15T19:22:51Z,381.7,72.7,118.40,73.60,18,75.15,6.74,1
2026-05-15T19:22:56Z,386.8,75.7,125.41,66.59,19,84.19,7.75,1
2026-05-15T19:23:01Z,391.8,78.1,124.51,67.49,19,82.11,6.30,1
2026-05-15T19:23:06Z,396.8,77.9,120.48,71.52,18,80.12,6.30,1
2026-05-15T19:23:11Z,401.8,72.4,115.58,76.42,18,77.68,6.02,1
2026-05-15T19:23:16Z,406.9,74.8,123.52,68.48,19,88.82,6.96,1
2026-05-15T19:23:21Z,411.9,75.9,122.58,69.42,19,84.92,6.01,1
2026-05-15T19:23:26Z,416.9,76.7,122.92,69.08,19,85.34,6.02,1
2026-05-15T19:23:31Z,421.9,77.7,122.86,69.14,19,85.40,6.02,1
2026-05-15T19:23:36Z,427.0,76.6,122.89,69.11,19,85.44,6.02,1
2026-05-15T19:23:41Z,432.0,80.5,122.97,69.03,19,85.48,6.03,1
2026-05-15T19:23:46Z,437.0,76.1,123.06,68.94,19,85.50,6.03,1
2026-05-15T19:23:51Z,442.1,75.5,118.89,73.11,18,83.34,6.04,1
2026-05-15T19:23:56Z,447.1,76.1,119.11,72.89,18,83.38,6.04,1
2026-05-15T19:24:01Z,452.1,73.9,119.17,72.83,18,83.41,6.05,1
2026-05-15T19:24:06Z,457.1,77.2,122.66,69.34,19,89.04,6.06,1
2026-05-15T19:24:11Z,462.2,77.9,121.51,70.49,19,87.24,6.07,1
2026-05-15T19:24:16Z,467.2,78.4,121.62,70.38,19,87.28,6.07,1
2026-05-15T19:24:21Z,472.2,77.4,121.59,70.41,19,87.33,6.07,1
2026-05-15T19:24:26Z,477.2,76.0,121.55,70.45,19,87.39,6.07,1
2026-05-15T19:24:31Z,482.3,77.6,121.63,70.37,19,87.44,6.07,1
2026-05-15T19:24:36Z,487.3,77.8,121.63,70.37,19,87.48,6.07,1
2026-05-15T19:24:41Z,492.3,76.6,121.67,70.33,19,87.52,6.07,1
2026-05-15T19:24:47Z,497.3,78.0,121.75,70.25,19,87.56,6.07,1
2026-05-15T19:24:52Z,502.4,76.2,121.81,70.19,19,87.60,6.08,1
2026-05-15T19:24:57Z,507.4,77.2,121.84,70.16,19,87.65,6.08,1
2026-05-15T19:25:02Z,512.4,77.6,121.89,70.11,19,87.69,6.08,1
2026-05-15T19:25:07Z,517.4,76.0,121.79,70.21,19,87.71,6.08,1
2026-05-15T19:25:12Z,522.5,78.1,121.83,70.17,19,87.74,6.08,1
2026-05-15T19:25:17Z,527.5,76.8,121.90,70.10,19,87.71,6.09,1
2026-05-15T19:25:22Z,532.5,77.8,121.86,70.14,19,87.73,6.09,1
2026-05-15T19:25:27Z,537.5,76.3,116.94,75.06,18,82.53,6.09,1
2026-05-15T19:25:32Z,542.6,77.4,117.40,74.60,18,82.57,6.09,1
2026-05-15T19:25:37Z,547.6,81.6,117.49,74.51,18,82.45,6.09,1
2026-05-15T19:25:42Z,552.6,79.6,117.66,74.34,18,82.47,6.10,1
2026-05-15T19:25:47Z,557.6,78.7,117.68,74.32,18,82.51,6.10,1
2026-05-15T19:25:52Z,562.6,75.7,117.61,74.39,18,82.45,6.10,1
2026-05-15T19:25:57Z,567.7,74.7,117.69,74.31,19,82.55,6.11,1
2026-05-15T19:26:02Z,572.7,78.1,123.19,68.81,19,86.35,7.18,1
2026-05-15T19:26:07Z,577.7,77.3,122.42,69.58,19,84.49,6.09,1
2026-05-15T19:26:12Z,582.7,77.3,122.37,69.63,19,84.52,6.09,1
2026-05-15T19:26:17Z,587.7,77.1,122.20,69.80,19,84.36,6.09,1
2026-05-15T19:26:22Z,592.8,77.3,122.22,69.78,19,84.37,6.10,1
2026-05-15T19:26:27Z,597.8,78.1,122.37,69.63,19,84.40,6.11,1
2026-05-15T19:26:32Z,602.8,76.0,122.24,69.76,19,84.33,6.11,1
2026-05-15T19:26:37Z,607.8,78.1,122.26,69.74,19,84.35,6.11,1
2026-05-15T19:26:42Z,612.8,77.9,122.30,69.70,19,84.32,6.12,1
2026-05-15T19:26:47Z,617.9,77.0,122.29,69.71,19,84.37,6.12,1
2026-05-15T19:26:52Z,622.9,77.6,122.31,69.69,19,84.39,6.12,1
2026-05-15T19:26:57Z,627.9,76.9,122.36,69.64,19,84.33,6.12,1
2026-05-15T19:27:02Z,632.9,76.3,122.31,69.69,19,84.34,6.12,1
2026-05-15T19:27:07Z,637.9,77.3,122.33,69.67,19,84.30,6.12,1
2026-05-15T19:27:12Z,643.0,78.4,122.38,69.62,19,84.32,6.13,1
2026-05-15T19:27:17Z,648.0,76.8,122.28,69.72,19,84.34,6.13,1
2026-05-15T19:27:22Z,653.0,77.7,122.24,69.76,19,84.23,6.13,1
2026-05-15T19:27:27Z,658.0,78.4,122.15,69.85,19,84.15,6.11,1
2026-05-15T19:27:32Z,663.0,78.4,122.18,69.82,19,84.16,6.11,1
2026-05-15T19:27:37Z,668.1,76.9,122.22,69.78,19,84.19,6.11,1
2026-05-15T19:27:42Z,673.1,77.0,122.22,69.78,19,84.18,6.11,1
2026-05-15T19:27:47Z,678.1,77.8,122.22,69.78,19,84.18,6.12,1
2026-05-15T19:27:52Z,683.1,75.9,122.24,69.76,19,84.20,6.12,1
2026-05-15T19:27:57Z,688.1,76.5,122.31,69.69,19,84.22,6.13,1
2026-05-15T19:28:02Z,693.2,76.0,122.35,69.65,19,84.19,6.13,1
2026-05-15T19:28:07Z,698.2,77.7,122.28,69.72,19,84.10,6.08,1
2026-05-15T19:28:12Z,703.2,77.5,122.40,69.60,19,84.12,6.08,1
2026-05-15T19:28:17Z,708.2,79.4,122.40,69.60,19,84.08,6.08,1
2026-05-15T19:28:22Z,713.2,78.2,122.43,69.57,19,84.08,6.08,1
2026-05-15T19:28:27Z,718.3,78.8,122.26,69.74,19,84.06,6.08,1
2026-05-15T19:28:32Z,723.3,78.9,122.31,69.69,19,84.05,6.08,1
2026-05-15T19:28:37Z,728.3,76.5,122.31,69.69,19,84.05,6.08,1
2026-05-15T19:28:43Z,733.3,79.4,122.40,69.60,19,84.04,6.09,1
2026-05-15T19:28:48Z,738.4,77.3,122.30,69.70,19,84.03,6.09,1
2026-05-15T19:28:53Z,743.4,77.5,117.96,74.04,18,81.76,6.09,1
2026-05-15T19:28:58Z,748.4,74.9,118.00,74.00,18,81.73,6.10,1
2026-05-15T19:29:03Z,753.4,74.4,118.11,73.89,19,81.87,6.10,1
2026-05-15T19:29:08Z,758.4,78.1,121.98,70.02,19,88.82,7.08,1
2026-05-15T19:29:13Z,763.5,78.3,120.77,71.23,19,87.11,6.11,1
2026-05-15T19:29:18Z,768.5,76.7,120.78,71.22,19,87.12,6.11,1
2026-05-15T19:29:23Z,773.5,77.7,120.81,71.19,19,87.15,6.11,1
2026-05-15T19:29:28Z,778.5,76.5,120.79,71.21,19,87.16,6.12,1
2026-05-15T19:29:33Z,783.5,76.7,120.78,71.22,19,87.13,6.12,1
2026-05-15T19:29:38Z,788.6,76.8,120.86,71.14,19,87.14,6.12,1
2026-05-15T19:29:43Z,793.6,77.4,120.78,71.22,19,87.13,6.12,1
2026-05-15T19:29:48Z,798.6,78.7,120.79,71.21,19,87.14,6.12,1
2026-05-15T19:29:53Z,803.6,77.8,120.78,71.22,19,87.14,6.13,1
2026-05-15T19:29:58Z,808.6,78.3,120.82,71.18,19,87.14,6.13,1
2026-05-15T19:30:03Z,813.7,82.7,120.93,71.07,19,87.16,6.13,1
2026-05-15T19:30:08Z,818.7,78.4,120.82,71.18,19,87.08,6.04,1
2026-05-15T19:30:13Z,823.7,76.7,120.85,71.15,19,87.11,6.04,1
2026-05-15T19:30:18Z,828.7,82.9,120.78,71.22,19,87.11,6.05,1
2026-05-15T19:30:23Z,833.7,76.9,115.46,76.54,18,81.16,6.05,1
2026-05-15T19:30:28Z,838.8,74.7,115.41,76.59,18,81.14,6.05,1
2026-05-15T19:30:33Z,843.8,75.0,115.51,76.49,18,81.12,6.05,1
2026-05-15T19:30:38Z,848.8,75.8,120.88,71.12,19,86.71,6.06,1
2026-05-15T19:30:43Z,853.8,78.2,120.44,71.56,19,86.46,6.06,1
2026-05-15T19:30:48Z,858.9,76.8,120.68,71.32,19,86.67,6.06,1
2026-05-15T19:30:53Z,863.9,81.2,120.94,71.06,19,86.68,6.06,1
2026-05-15T19:30:58Z,868.9,81.1,120.87,71.13,19,86.70,6.07,1
2026-05-15T19:31:03Z,873.9,76.9,120.86,71.14,19,86.70,6.07,1
2026-05-15T19:31:08Z,879.0,82.0,121.06,70.94,19,86.90,6.07,1
2026-05-15T19:31:13Z,884.0,92.7,121.19,70.81,19,86.90,6.07,1
2026-05-15T19:31:18Z,889.0,81.5,121.22,70.78,19,87.02,6.07,1
2026-05-15T19:31:23Z,894.0,81.3,121.30,70.70,19,87.03,6.08,1
2026-05-15T19:31:28Z,899.1,89.4,121.48,70.52,19,87.15,6.08,1
2026-05-15T19:31:33Z,904.1,88.3,121.71,70.29,19,87.27,6.08,1
2026-05-15T19:31:38Z,909.1,83.5,121.70,70.30,19,87.26,6.08,1
2026-05-15T19:31:43Z,914.1,82.8,121.69,70.31,19,87.39,6.08,1
2026-05-15T19:31:48Z,919.2,82.6,121.62,70.38,19,87.40,6.09,1
2026-05-15T19:31:53Z,924.2,80.9,121.53,70.47,19,87.50,6.09,1
2026-05-15T19:31:58Z,929.2,81.6,121.65,70.35,19,87.53,6.09,1
2026-05-15T19:32:03Z,934.2,82.9,121.61,70.39,19,87.54,6.09,1
2026-05-15T19:32:08Z,939.2,82.9,121.62,70.38,19,87.54,6.10,1
2026-05-15T19:32:13Z,944.3,87.3,122.11,69.89,19,87.49,6.10,1
2026-05-15T19:32:18Z,949.3,86.7,123.23,68.77,19,84.86,6.10,1
2026-05-15T19:32:23Z,954.3,82.9,122.85,69.15,19,84.87,6.11,1
2026-05-15T19:32:29Z,959.3,82.6,122.85,69.15,19,84.96,6.11,1
2026-05-15T19:32:34Z,964.4,82.4,122.85,69.15,19,84.96,6.11,1
2026-05-15T19:32:39Z,969.4,81.9,122.81,69.19,19,84.96,6.11,1
2026-05-15T19:32:44Z,974.4,83.7,122.71,69.29,19,85.03,6.12,1
2026-05-15T19:32:49Z,979.4,84.5,122.78,69.22,19,85.07,6.12,1
2026-05-15T19:32:54Z,984.5,81.4,122.67,69.33,19,85.07,6.12,1
2026-05-15T19:32:59Z,989.5,82.0,122.53,69.47,19,84.19,6.12,1
2026-05-15T19:33:04Z,994.5,88.8,125.20,66.80,19,75.26,6.13,1
2026-05-15T19:33:09Z,999.5,83.5,125.20,66.80,19,75.31,6.13,1
2026-05-15T19:33:14Z,1004.5,84.0,124.21,67.79,19,75.30,6.13,1
2026-05-15T19:33:19Z,1009.6,83.1,124.32,67.68,19,75.21,6.04,1
2026-05-15T19:33:24Z,1014.6,82.5,124.26,67.74,19,75.21,6.04,1
2026-05-15T19:33:29Z,1019.6,82.6,124.17,67.83,19,75.08,6.04,1
2026-05-15T19:33:34Z,1024.6,84.2,124.11,67.89,19,75.09,6.04,1
2026-05-15T19:33:39Z,1029.7,83.3,124.09,67.91,19,75.04,6.04,1
2026-05-15T19:33:44Z,1034.7,81.8,124.16,67.84,19,75.04,6.04,1
2026-05-15T19:33:49Z,1039.7,82.0,124.17,67.83,19,75.05,6.08,1
2026-05-15T19:33:54Z,1044.7,82.1,124.21,67.79,19,75.09,6.11,1
2026-05-15T19:33:59Z,1049.7,83.3,124.17,67.83,19,75.03,6.11,1
2026-05-15T19:34:04Z,1054.8,83.0,124.17,67.83,19,75.02,6.11,1
2026-05-15T19:34:09Z,1059.8,82.1,124.17,67.83,19,74.96,6.11,1
2026-05-15T19:34:14Z,1064.8,82.8,124.16,67.84,19,74.96,6.11,1
2026-05-15T19:34:19Z,1069.8,84.4,124.16,67.84,19,74.91,6.11,1
2026-05-15T19:34:24Z,1074.8,83.1,124.14,67.86,19,74.86,6.11,1
2026-05-15T19:34:29Z,1079.9,83.1,124.15,67.85,19,74.84,6.11,1
2026-05-15T19:34:34Z,1084.9,81.6,123.95,68.05,19,74.78,6.11,1
2026-05-15T19:34:39Z,1089.9,81.5,123.99,68.01,19,74.76,6.11,1
2026-05-15T19:34:44Z,1094.9,81.0,123.89,68.11,19,74.77,6.11,1
2026-05-15T19:34:49Z,1099.9,82.0,123.83,68.17,19,74.64,6.11,1
2026-05-15T19:34:54Z,1105.0,81.9,123.89,68.11,19,74.58,6.11,1
2026-05-15T19:34:59Z,1110.0,82.0,123.80,68.20,19,74.58,6.11,1
2026-05-15T19:35:04Z,1115.0,83.4,123.98,68.02,19,74.56,6.11,1
2026-05-15T19:35:09Z,1120.0,82.8,123.94,68.06,19,74.46,6.11,1
2026-05-15T19:35:14Z,1125.0,83.7,123.93,68.07,19,74.47,6.11,1
2026-05-15T19:35:19Z,1130.1,82.3,123.70,68.30,19,74.48,6.11,1
2026-05-15T19:35:24Z,1135.1,83.6,123.81,68.19,19,74.39,6.11,1
2026-05-15T19:35:29Z,1140.1,84.1,123.99,68.01,19,74.39,6.11,1
2026-05-15T19:35:34Z,1145.1,88.1,124.06,67.94,19,74.33,6.11,1
2026-05-15T19:35:39Z,1150.1,90.2,124.18,67.82,19,74.32,6.11,1
2026-05-15T19:35:44Z,1155.2,89.1,124.21,67.79,19,74.32,6.11,1
2026-05-15T19:35:49Z,1160.2,85.0,124.20,67.80,19,74.28,6.11,1
2026-05-15T19:35:54Z,1165.2,82.1,124.18,67.82,19,74.27,6.11,1
2026-05-15T19:35:59Z,1170.2,82.4,124.17,67.83,19,74.44,6.11,1
2026-05-15T19:36:04Z,1175.2,81.7,124.05,67.95,19,74.43,6.11,1
2026-05-15T19:36:09Z,1180.3,81.3,124.07,67.93,19,74.47,6.11,1
2026-05-15T19:36:14Z,1185.3,80.9,124.04,67.96,19,74.41,6.11,1
2026-05-15T19:36:19Z,1190.3,81.1,124.05,67.95,19,74.43,6.11,1
2026-05-15T19:36:25Z,1195.3,81.8,124.12,67.88,19,74.51,6.11,1
2026-05-15T19:36:30Z,1200.3,83.4,124.92,67.08,19,74.51,6.11,1
2026-05-15T19:36:35Z,1205.4,81.3,124.86,67.14,19,74.51,6.11,1
2026-05-15T19:36:40Z,1210.4,81.6,124.52,67.48,19,74.58,6.11,1
2026-05-15T19:36:45Z,1215.4,80.8,124.44,67.56,19,74.58,6.11,1
2026-05-15T19:36:50Z,1220.4,80.7,124.41,67.59,19,74.56,6.11,1
2026-05-15T19:36:55Z,1225.5,80.8,124.45,67.55,19,74.63,6.11,1
2026-05-15T19:37:00Z,1230.5,82.3,124.34,67.66,19,74.70,6.11,1
2026-05-15T19:37:05Z,1235.5,81.8,124.19,67.81,19,74.67,6.11,1
2026-05-15T19:37:10Z,1240.5,81.2,124.19,67.81,19,74.68,6.11,1
2026-05-15T19:37:15Z,1245.5,80.7,124.20,67.80,19,74.69,6.11,1
2026-05-15T19:37:20Z,1250.6,79.8,124.28,67.72,19,74.70,6.11,1
2026-05-15T19:37:25Z,1255.6,81.3,124.29,67.71,19,74.70,6.11,1
2026-05-15T19:37:30Z,1260.6,81.7,124.30,67.70,19,74.65,6.11,1
2026-05-15T19:37:35Z,1265.6,82.0,124.32,67.68,19,74.71,6.11,1
2026-05-15T19:37:40Z,1270.6,82.1,124.25,67.75,19,74.66,6.11,1
2026-05-15T19:37:45Z,1275.7,81.8,124.04,67.96,19,74.58,6.11,1
2026-05-15T19:37:50Z,1280.7,80.8,124.21,67.79,19,74.58,6.11,1
2026-05-15T19:37:55Z,1285.7,80.5,124.22,67.78,19,74.62,6.11,1
2026-05-15T19:38:00Z,1290.7,80.3,124.21,67.79,19,74.59,6.11,1
2026-05-15T19:38:05Z,1295.7,82.4,124.17,67.83,19,74.59,6.11,1
2026-05-15T19:38:10Z,1300.8,80.5,124.20,67.80,19,74.67,6.12,1
2026-05-15T19:38:15Z,1305.8,80.2,124.19,67.81,19,74.64,6.12,1
2026-05-15T19:38:20Z,1310.8,81.1,124.13,67.87,19,74.61,6.05,1
2026-05-15T19:38:25Z,1315.8,80.9,124.12,67.88,19,74.59,6.05,1
2026-05-15T19:38:30Z,1320.8,80.3,124.16,67.84,19,74.62,6.05,1
2026-05-15T19:38:35Z,1325.9,80.3,124.18,67.82,19,74.62,6.05,1
2026-05-15T19:38:40Z,1330.9,82.1,124.29,67.71,19,74.62,6.05,1
2026-05-15T19:38:45Z,1335.9,82.2,124.18,67.82,19,74.62,6.05,1
2026-05-15T19:38:50Z,1340.9,81.5,124.19,67.81,19,74.65,6.05,1
2026-05-15T19:38:55Z,1345.9,81.2,124.31,67.69,19,74.67,6.08,1
2026-05-15T19:39:00Z,1351.0,80.8,124.26,67.74,19,74.65,6.08,1
2026-05-15T19:39:05Z,1356.0,80.8,124.16,67.84,19,74.75,6.10,1
2026-05-15T19:39:10Z,1361.0,80.6,124.17,67.83,19,74.75,6.10,1
2026-05-15T19:39:15Z,1366.0,82.4,124.16,67.84,19,74.72,6.10,1
2026-05-15T19:39:20Z,1371.0,80.3,124.17,67.83,19,74.73,6.10,1
2026-05-15T19:39:25Z,1376.1,80.5,124.16,67.84,19,74.72,6.10,1
2026-05-15T19:39:30Z,1381.1,80.7,124.11,67.89,19,74.63,6.10,1
2026-05-15T19:39:35Z,1386.1,81.6,124.21,67.79,19,74.62,6.10,1
2026-05-15T19:39:40Z,1391.1,80.8,124.11,67.89,19,74.60,6.10,1
2026-05-15T19:39:45Z,1396.2,79.9,124.11,67.89,19,74.61,6.10,1
2026-05-15T19:39:50Z,1401.2,79.7,124.12,67.88,19,74.75,6.10,1
2026-05-15T19:39:55Z,1406.2,80.5,124.23,67.77,19,74.74,6.10,1
2026-05-15T19:40:00Z,1411.2,82.0,124.32,67.68,19,74.87,6.10,1
2026-05-15T19:40:05Z,1416.2,81.2,124.36,67.64,19,74.91,6.10,1
2026-05-15T19:40:10Z,1421.3,82.4,124.35,67.65,19,75.10,6.10,1
2026-05-15T19:40:15Z,1426.3,80.6,124.51,67.49,19,75.55,6.10,1
2026-05-15T19:40:20Z,1431.3,80.9,124.53,67.47,19,75.65,6.10,1
2026-05-15T19:40:26Z,1436.3,81.9,124.58,67.42,19,75.85,6.10,1
2026-05-15T19:40:31Z,1441.3,81.6,124.73,67.27,19,76.01,6.10,1
2026-05-15T19:40:36Z,1446.4,82.5,124.63,67.37,19,76.01,6.10,1
2026-05-15T19:40:41Z,1451.4,85.2,124.95,67.05,19,76.21,6.10,1
2026-05-15T19:40:46Z,1456.4,81.2,124.85,67.15,19,76.40,6.10,1
2026-05-15T19:40:51Z,1461.4,81.9,124.79,67.21,19,76.43,6.10,1
2026-05-15T19:40:56Z,1466.4,84.1,124.99,67.01,19,76.54,6.10,1
2026-05-15T19:41:01Z,1471.5,84.3,124.98,67.02,19,76.57,6.10,1
2026-05-15T19:41:06Z,1476.5,83.6,124.73,67.27,19,76.23,6.10,1
2026-05-15T19:41:11Z,1481.5,80.4,124.78,67.22,19,76.32,6.10,1
2026-05-15T19:41:16Z,1486.5,80.4,125.72,66.28,19,74.47,6.17,1
2026-05-15T19:41:21Z,1491.5,81.4,125.67,66.33,19,74.57,6.17,1
2026-05-15T19:41:26Z,1496.6,81.1,125.64,66.36,19,74.52,6.27,1
2026-05-15T19:41:31Z,1501.6,82.3,126.18,65.82,19,73.65,6.27,1
2026-05-15T19:41:36Z,1506.6,82.4,125.92,66.08,19,73.35,6.27,1
2026-05-15T19:41:41Z,1511.6,81.3,126.07,65.93,19,73.78,6.27,1
2026-05-15T19:41:46Z,1516.6,80.9,125.95,66.05,19,73.43,6.27,1
2026-05-15T19:41:51Z,1521.7,80.4,125.90,66.10,19,73.44,6.27,1
2026-05-15T19:41:56Z,1526.7,79.8,126.16,65.84,19,73.84,6.27,1
2026-05-15T19:42:01Z,1531.7,80.7,126.25,65.75,19,73.99,6.27,1
2026-05-15T19:42:06Z,1536.7,80.4,125.99,66.01,19,73.80,5.98,1
2026-05-15T19:42:11Z,1541.7,80.8,126.05,65.95,19,73.76,5.98,1
2026-05-15T19:42:16Z,1546.8,80.7,125.69,66.31,19,73.30,5.98,1
2026-05-15T19:42:21Z,1551.8,82.0,125.91,66.09,19,73.71,5.98,1
2026-05-15T19:42:26Z,1556.8,81.2,126.08,65.92,19,74.02,5.98,1
2026-05-15T19:42:31Z,1561.8,81.1,126.18,65.82,19,74.23,5.98,1
2026-05-15T19:42:36Z,1566.9,81.4,125.91,66.09,19,73.68,5.98,1
2026-05-15T19:42:41Z,1571.9,82.1,125.87,66.13,19,73.64,5.98,1
2026-05-15T19:42:46Z,1576.9,80.8,125.79,66.21,19,73.52,5.98,1
2026-05-15T19:42:51Z,1581.9,80.8,125.93,66.07,19,73.87,5.98,1
2026-05-15T19:42:56Z,1586.9,80.5,126.06,65.94,19,73.92,5.98,1
2026-05-15T19:43:01Z,1592.0,81.1,126.10,65.90,19,73.94,5.98,1
2026-05-15T19:43:06Z,1597.0,80.5,125.91,66.09,19,73.82,5.98,1
2026-05-15T19:43:11Z,1602.0,79.9,126.07,65.93,19,74.09,5.98,1
2026-05-15T19:43:16Z,1607.0,80.9,125.91,66.09,19,73.80,5.98,1
